start_position,length,column_name
372,1,J002
373,2,J003
375,2,J00402
377,1,J00404
378,1,J005
379,2,J006
381,1,J007
382,1,J00801
383,1,J009
384,2,J01002
386,1,J01101
387,3,J012
390,1,J01301
391,1,J014
392,2,J01502
394,1,J01602
395,1,J01701
396,1,J01802
397,2,J019
399,2,J02002
401,1,J021
402,1,J022010
403,1,J023
404,1,J024
405,1,J025
406,1,J026
407,2,J02702
409,1,J02901
410,1,J03001
411,1,J03102
412,1,J032
413,1,J03301
414,1,J034
415,1,J035
416,2,J03602
418,1,J037
419,2,J038
421,1,J039
422,2,J04001
424,2,J04002
426,1,J041
427,1,J042
428,1,J043
429,1,J044
430,1,J046
431,1,J047
432,1,J048
433,1,J049
434,1,J051
435,1,J052
436,1,J05301
437,1,J05402
438,1,J05403
439,1,J05404
440,1,J05405
441,1,J05406
442,1,J05407
443,1,J05408
444,1,J05409
445,1,J054010
446,1,J056
447,1,J057
448,1,J060
449,1,K001
450,1,K004
451,1,K007
452,1,K010
453,1,K013
454,1,K016
455,1,K019
456,1,K01901
457,1,K02001
458,1,K02101
459,1,K02102
460,1,K022
461,1,K025
462,1,K028
463,1,K031
464,1,K034
465,1,K03401
466,1,K03501
467,1,K03601
468,1,K03602
469,1,K04301
470,2,K04302
472,1,K04401
473,1,K045
474,1,K046
475,1,K047
476,1,K048
477,1,K050
478,1,K051
479,1,K052
480,2,K05302
482,1,K05401
483,1,K05402
484,1,k055
485,1,K05601
486,1,K05602
487,1,K062
488,1,L01701
489,1,L01702
490,1,L01703
491,1,L01704
492,1,L01705
493,1,L01706
494,1,L01707
495,1,L01708
496,1,L01709
497,1,L01710
498,1,L01711
499,1,L01712
500,1,L01713
501,1,L01714
502,1,L01715
503,1,L01716
504,1,L018
505,1,L019
506,1,L021
507,1,L022
508,1,L023
509,1,L024
510,1,L025
511,1,L026
512,1,L027
513,1,L028
514,1,L029
515,1,L030
516,1,L031
517,1,L032
518,1,L033
519,1,L034
520,1,L035
521,1,L036
522,1,L037
523,1,L038
524,1,L039
525,1,L040
526,1,L042
527,1,M001
528,1,M002
529,1,M00203
530,1,M00302
531,1,M00303
532,2,M00401
534,2,M00402
536,1,M005010
537,2,M005011
539,1,M00601
540,1,M007
541,1,M008
542,1,M009
543,1,M01001
544,1,M011011
545,1,M011021
546,1,M011031
547,1,M011041
548,1,M011051
549,1,M011061
550,1,M011071
551,1,M01401
552,1,M01501
553,1,M01601
554,1,M01701
555,1,M01801
556,1,M01901
557,1,N001
558,1,N00101
559,1,N004
560,1,N005
561,1,N006
562,1,N00701
563,1,N008
564,1,N010
565,1,N011
566,1,N012
567,1,N013
568,1,N014
569,1,N015
570,1,N016
571,1,N017
572,1,N018
573,1,O00101
574,1,O00401
575,1,O00402
576,1,O00501
577,1,O00201
578,1,O00701
579,1,O00801
580,1,O00802
581,1,O00803
582,1,O009
583,2,O00901
585,1,O010
586,2,O01102
588,1,O01401
589,1,O01501
590,2,O01602
592,1,O01702
593,1,O019
594,1,O02001
595,1,O021
596,2,O02101
598,1,O02201
599,1,O023
600,1,O02401
601,1,P00102
602,5,P00103
607,5,P00104
612,1,P00201
613,1,P00402
614,3,P00403
617,3,P00404
620,1,P00405
621,1,P005
622,1,P00601
623,1,P00602
624,1,P00603
625,1,P00604
626,1,P00605
627,1,P00607
628,1,P00608
629,1,P00609
630,1,P00610
631,1,P00611
632,1,P00612
633,1,P00613
634,1,P00614
635,1,P00615
636,1,P00616
637,1,P00617
638,1,P00618
639,1,P00619
640,1,P00620
641,1,P00621
642,1,P00622
643,1,P00623
644,1,P006
645,1,P00901
646,1,P01001
647,1,P01101
648,1,P013
649,1,P015
650,1,P02001
651,1,P02101
652,1,P01601
653,1,P018
654,1,P019
655,1,P02002
656,1,P02102
657,1,P023
658,1,P02401
659,1,P02501
660,1,P02602
661,1,P02601
662,1,P027
663,1,P02801
664,2,P029
666,1,P03201
667,2,P03202
669,1,P03001
670,1,P03301
671,1,P03302
672,1,P03303
673,1,P034
674,1,P035
675,2,P03701
677,2,P03702
679,2,P036
681,1,P038
682,1,P039
683,1,P03904
684,2,P03905
686,2,P03906
688,1,P040
689,1,P04001
690,2,P04101
692,2,P04102
694,1,P042
695,2,P04301
697,2,P04302
699,1,P044
700,1,P04401
701,2,P04405
703,2,P04406
705,1,P04501
706,1,P04502
707,1,P046
708,1,P04701
709,1,P04801
710,1,P04902
711,1,P050
712,1,P051
713,1,P052
714,2,P053
716,1,P05401
717,2,P05402
719,2,P05403
721,1,P05404
722,2,P05405
724,2,P05406
726,1,P05407
727,2,P05408
729,2,P05409
731,1,P05410
732,2,P05411
734,2,P05412
736,1,P05413
737,2,P05414
739,2,P05415
741,1,P05416
742,2,P05417
744,2,P05418
746,1,P05419
747,2,P05421
749,2,P05422
751,1,P055
752,1,P056
753,2,P05601
755,2,P05602
757,2,P05603
759,2,P05604
761,2,P05605
763,8,P057
771,1,P058
772,2,P05801
774,2,P05802
776,2,P05901
778,2,P05902
780,2,P05903
782,2,P05904
784,1,P05905
785,1,P05906
786,1,P060
787,1,P06101
788,1,P06102
789,1,P06103
790,1,P06104
791,1,P06105
792,1,P06106
793,2,P06302
795,1,P067
796,1,P06701
797,1,P068
798,1,P069
799,1,P06901
800,1,P07004
801,1,P07005
802,1,P07006
803,1,P07007
804,1,P07101
805,1,P07201
806,1,Q00101
807,1,Q00201
808,1,Q00202
809,2,Q003
811,1,Q00401
812,2,Q00502
814,1,Q00503
815,1,Q00601
816,1,Q00602
817,1,Q00801
818,1,Q009
819,1,Q010
820,1,Q01101
821,2,Q01202
823,1,Q014
824,1,Q015
825,1,Q016
826,1,Q017
827,1,Q018010
828,1,Q018011
829,1,Q018012
830,1,Q018013
831,1,Q018014
832,1,Q018015
833,1,Q018016
834,1,Q018017
835,1,Q01910
836,1,Q019101
837,1,Q01911
838,1,Q019111
839,1,Q01912
840,1,Q019121
841,1,Q01913
842,1,Q019131
843,1,Q022
844,1,Q02301
845,1,Q026
846,1,Q02701
847,1,Q028
848,1,Q02901
849,1,Q03001
850,1,Q03002
851,2,Q031
853,1,Q03201
854,2,Q03302
856,1,Q03303
857,1,Q03403
858,2,Q03404
860,1,Q03601
861,1,Q03701
862,1,Q03801
863,1,Q03802
864,1,Q03803
865,1,Q03804
866,1,Q03805
867,1,Q03806
868,1,Q03807
869,1,Q03901
870,2,Q04002
872,1,Q042
873,1,Q043
874,1,Q044
875,1,Q045
876,1,Q046011
877,1,Q046012
878,1,Q046013
879,1,Q046014
880,1,Q046015
881,1,Q046016
882,1,Q046017
883,1,Q046018
884,1,Q046019
885,1,Q046020
886,1,Q046021
887,1,Q04707
888,1,Q047071
889,1,Q04708
890,1,Q047081
891,1,Q04709
892,1,Q047091
893,1,Q04710
894,1,Q047101
895,1,Q04711
896,1,Q047111
897,1,Q050
898,1,Q05101
899,1,Q05301
900,1,Q05401
901,1,Q055011
902,1,Q055012
903,1,Q055013
904,1,Q055014
905,1,Q055015
906,1,Q055016
907,1,Q056
908,1,Q05701
909,1,Q058
910,1,Q05901
911,1,Q060
912,2,Q061
914,1,Q06207
915,1,Q06208
916,1,Q06209
917,1,Q06210
918,1,Q06211
919,1,Q06212
920,1,Q06306
921,1,Q06307
922,1,Q06308
923,1,Q06309
924,1,Q06310
925,1,Q06311
926,2,Q064
928,1,Q06506
929,1,Q06507
930,1,Q06508
931,1,Q06509
932,1,Q06601
933,1,Q067
934,1,Q068
935,2,Q070
937,1,Q07208
938,1,Q07209
939,1,Q07210
940,1,Q07211
941,1,Q07212
942,1,Q07213
943,1,Q073
944,1,Q074
945,2,Q075
947,1,Q076
948,1,Q07601
949,1,Q07704
950,1,Q07705
951,1,Q07706
952,1,Q07707
953,1,Q07708
954,1,Q07709
955,1,Q07710
956,1,Q07711
957,1,Q078
958,1,Q079
959,2,Q080
961,1,Q08107
962,1,Q08108
963,1,Q08109
964,1,Q08110
965,1,Q08111
966,1,Q082
967,1,Q083
968,1,Q084
969,2,Q085
971,1,Q08607
972,1,Q08608
973,1,Q08609
974,1,Q08610
975,1,Q08611
976,1,Q087
977,1,Q088
978,2,Q08901
980,1,Q09007
981,1,Q09008
982,1,Q09009
983,1,Q09010
984,1,Q09011
985,1,Q091
986,1,Q092
987,1,Q09201
988,1,Q09202
989,2,Q09301
991,1,Q094
992,2,Q09502
994,1,Q09605
995,1,Q09606
996,1,Q09607
997,1,Q098
998,1,Q100
999,1,Q10101
1000,2,Q10202
1002,1,Q104
1003,1,Q105
1004,1,Q106
1005,1,Q10701
1006,1,Q109
1007,1,Q11006
1008,1,Q11007
1009,1,Q11008
1010,1,Q11009
1011,1,Q11010
1012,2,Q111
1014,1,Q11201
1015,1,Q11405
1016,1,Q11406
1017,1,Q11407
1018,1,Q11408
1019,1,Q115
1020,1,Q11604
1021,1,Q11605
1022,1,Q11606
1023,1,Q11607
1024,2,Q11701
1026,1,Q11806
1027,1,Q11807
1028,1,Q11808
1029,1,Q11809
1030,1,Q119
1031,1,Q120
1032,1,Q12102
1033,1,Q12103
1034,1,Q12104
1035,1,Q12105
1036,1,Q12106
1037,1,Q12107
1038,1,Q12108
1039,1,Q12109
1040,1,Q121010
1041,1,Q121011
1042,1,Q121012
1043,1,Q121013
1044,1,Q121014
1045,1,Q121015
1046,1,Q121016
1047,2,Q12201
1049,1,Q12301
1050,1,Q124
1051,2,Q125
1053,1,Q12501
1054,1,Q12607
1055,1,Q12608
1056,1,Q12609
1057,1,Q12610
1058,1,Q127
1059,1,Q128
1060,1,Q132
1061,2,Q133
1063,1,Q134
1064,1,R00101
1065,2,R002010
1067,1,R004
1068,1,R005
1069,1,R00601
1070,1,R007
1071,1,R008
1072,2,R009010
1074,1,R010
1075,1,R011
1076,2,R012
1078,1,R013
1079,1,R014
1080,1,R015
1081,1,R01701
1082,1,R019
1083,1,R020
1084,1,R02101
1085,1,R022
1086,1,R023
1087,2,R02402
1089,2,R025
1091,1,R026
1092,2,R027
1094,1,R028
1095,1,R029
1096,1,R030
1097,1,R031
1098,1,R032
1099,1,R033
1100,1,R034
1101,1,R035
1102,1,R03601
1103,1,R03602
1104,1,R03603
1105,1,R03604
1106,1,R03605
1107,1,R03606
1108,1,R03607
1109,1,R03608
1110,1,R03609
1111,1,R03610
1112,1,R03611
1113,1,R037
1114,1,R038
1115,1,S065
1116,2,S066
1118,2,S06701
1120,2,S06702
1122,4,S06703
1126,1,S068
1127,2,S06901
1129,2,S06902
1131,1,S070
1132,1,S071
1133,1,S072
1134,1,S073
1135,1,S074
1136,1,S075
1137,1,S076
1138,1,S077
1139,1,S07901
1140,1,S07902
1141,1,S07903
1142,1,S07904
1143,1,S07905
1144,1,S080
1145,1,S081
1146,1,S082
1147,1,S083
1148,1,S084
1149,1,S085
1150,1,S086
1151,1,S087
1152,1,S088
1153,1,S089
1154,1,S090
1155,1,S091
1156,1,S092
1157,1,S095
1158,1,S096
1159,1,S097
1160,1,S098
1161,1,S099
1162,1,S09901
1163,1,S109
1164,1,S110
1165,4,S11001
1169,1,S111
1170,2,S112
1172,1,S113
1173,1,S114
1174,1,S115
1175,1,S116
1176,1,S117
1177,1,S118
1178,2,S11801
1180,1,S119
1181,1,S120
1182,1,S121
1183,1,S122
1184,1,S123
1185,1,S124
1186,1,S125
1187,1,S126
1188,1,S127
1189,1,S128
1190,1,S129
1191,1,S130
1192,1,S131
1193,1,S132
1194,1,S133
1195,1,S134
1196,1,S135
1197,1,S136
1198,1,S137
1199,1,S138
1200,1,S139
1201,1,U00204
1202,1,U00205
1203,1,U00206
1204,1,U00207
1205,1,U00208
1206,1,U00101
1207,1,U00401
1208,1,U005
1209,1,U006
1210,2,U00902
1212,1,U01002
1213,1,U014
1214,1,U02001
1215,1,U02101
1216,1,U02302
1217,2,U02303
1219,1,U02402
1220,2,U02403
1222,1,U02501
1223,1,Z001
1224,2,Z00101
1226,2,Z00102
1228,2,Z002
1230,2,Z003
1232,1,Z004
1233,1,Z005
1234,1,Z006
1235,1,Z007
1236,1,Z008
1237,1,Z009
1238,1,Z010
1239,1,Z011
1240,1,Z012
1241,1,Z013
1242,2,Z01401
1244,2,Z01402
1246,1,V001
1247,1,V00101
1248,1,V00201
1249,1,V00202
1250,1,V00203
1251,1,V00204
1252,1,V00205
1253,1,V003
1254,2,V006
1256,1,V007
1257,1,V01401
1258,1,V01402
1259,1,V01403
1260,1,V01404
1261,1,V01405
1262,1,V015
1263,2,V018
1265,1,V019
1266,1,V02701
1267,1,V02702
1268,1,V02801
1269,1,V02802
1270,1,V029
1271,2,V032
1273,1,V033
1274,1,V034
1275,1,V03501
1276,1,V03502
1277,1,V03503
1278,1,V036
1279,1,V037
1280,2,V038
1282,1,V039
1283,1,T001
1284,1,T002
1285,1,T003
1286,1,T004
1287,1,T005
1288,1,T00601
1289,1,T00602
1290,1,T00603
1291,1,T00604
1292,1,T00605
1293,1,T00606
1294,1,Y001
1295,3,Y00101
1298,1,Y002
1299,1,Y003
1300,1,Y004
1301,1,Y005
1302,1,Y006
1303,1,Y007
1304,1,Y008
1305,1,H001
1306,1,H002
1307,1,H003
1308,2,H004
1310,1,H005
1311,1,H006
1312,1,H007
1313,1,H008
1314,1,H009
1315,1,H010
1316,1,H011
1317,1,H012
1318,1,H013
1319,1,H014
1320,1,H015
1321,1,H016
1322,1,H017
1323,1,H018
1324,1,H019
1325,1,H020
1326,1,H021
1327,1,H022
1328,1,H023
1329,1,H024
1330,1,H025
1331,1,H026
1332,1,H027
1333,1,H028
1334,1,H029
1335,1,H030
1336,1,W001
1337,5,W00101
1342,5,W00102
1347,5,W00103
1352,5,W00201
1357,5,W00202
1362,5,W00203
1367,14,V0028
1381,14,V0029
1395,17,V0030
1412,14,V00281
1426,14,V00291
1440,17,V00301
1457,9,V00282
1466,17,V00292
1483,17,V00302
1500,3,V00283
1503,5,V00293
1508,2,V00303
1510,2,VDC001
1512,2,VDC003
1514,1,VDD004A
1515,1,VDE001
1516,1,VDE002
1517,2,VDE014
1519,8,VDF002
1527,8,VDF003
1535,1,VDF004
1536,2,VDL001
1538,1,VDM001
1539,1,VDP001
1540,1,VDR001
1541,8,VDDATA
